,description,subtasks
183,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.","[0, 5, 5], [1, 2, 2], 'skyeast', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green'"
184,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.","[0, 5, 5], [1, 2, 2], 'skyeast', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [6, 5, 5], [1, 1, 1], 'skyeast', 'green'"
185,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.
<Architect> Facing north, place a green block to the left of the top block of the 3 blocks tall green tower.","[0, 5, 5], [1, 2, 2], 'skyeast', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [6, 5, 5], [1, 1, 1], 'skyeast', 'green' && [5, 3, 5], [1, 1, 1], 'skyeast', 'green'"
186,"<Architect> Facing north, build a 2x2 red square
<Builder> Is facing north the only requirement or is there an exact position where it needs to be built?
<Architect> Facing North, Move to 7th row and 7th column position and Build the red block.","[0, 5, 5], [1, 1, 1], 'skyeast', 'red'"
187,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green'"
188,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red'"
189,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red'"
190,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green'"
191,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green'"
192,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red'"
193,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green'"
194,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the of the top block of the 3 blocks tall green tower.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [5, 3, 5], [1, 1, 1], 'skyeast', 'green'"
195,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the of the top block of the 3 blocks tall green tower.
<Architect> Facing north, build a single green block in diagonal of the higher green line, at the right position","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [5, 3, 5], [1, 1, 1], 'skyeast', 'green' && [6, 5, 5], [1, 1, 1], 'skyeast', 'green'"
196,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the of the top block of the 3 blocks tall green tower.
<Architect> Facing north, build a single green block in diagonal of the higher green line, at the right position
<Architect> Facing North, from the left Destroy the bottom side 2 red blocks.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [5, 3, 5], [1, 1, 1], 'skyeast', 'green' && [6, 5, 5], [1, 1, 1], 'skyeast', 'green'"
197,"<Architect> Stack 6 green blocks in the middle of the grid, break the first 3 from the bottom.
<Architect> Destroy the green tower. Facing north, in the middle of the map, build a 2x2 red block
<Architect> Facing North, Destroy the front two red block. Build 2 blocks on top of the existing red blocks.
<Architect> Facing North, From the left Build a Green block on top of the red block.
<Architect> Facing North, Build 3 green blocks (one by one on top) on the left edge of the existing green block.
<Architect> Facing north, skip two blocks to the left of the red square and build another 2 by 2 vertical red square, from right to left, one level higher than the ground. There should be a one-block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the of the top block of the 3 blocks tall green tower.
<Architect> Facing north, build a single green block in diagonal of the higher green line, at the right position
<Architect> Facing North, from the left Destroy the bottom side 2 red blocks.
<Architect> Facing north, place a red block below each of the two red blocks on the left.","[3, 5, 5], [1, 1, 3], 'skyeast', 'green' && [0, 5, 5], [1, 2, 2], 'southsky', 'red' && [1, 5, 5], [1, 1, 2], 'eastsky', 'red' && [2, 5, 5], [1, 1, 1], 'skyeast', 'green' && [3, 4, 5], [1, 1, 3], 'skyeast', 'green' && [1, 2, 5], [1, 2, 2], 'skyeast', 'red' && [3, 2, 5], [1, 1, 2], 'skyeast', 'green' && [5, 3, 5], [1, 1, 1], 'skyeast', 'green' && [6, 5, 5], [1, 1, 1], 'skyeast', 'green' && [1, 2, 5], [1, 1, 2], 'eastsky', 'red'"
