,Unnamed: 0,Unnamed: 0.1,description,subtasks,rebuilded
157,157,157,"<Architect> Facing south, walk backwards and to your right a little bit, then place a tower of eight blue blocks.
<Architect> Facing north, go to the top of the blue tower, then place two blue blocks to the right of the top block.","0, 5, 5, 1 && 1, 5, 5, 1 && 2, 5, 5, 1 && 3, 5, 5, 1 && 4, 5, 5, 1 && 5, 5, 5, 1 && 6, 5, 5, 1 && 7, 5, 5, 1 && 7, 6, 5, 1 && 7, 7, 5, 1","[(0, 5, 5, 1), (1, 5, 5, 1), (2, 5, 5, 1), (3, 5, 5, 1), (4, 5, 5, 1), (5, 5, 5, 1), (6, 5, 5, 1), (7, 5, 5, 1), (7, 6, 5, 1), (7, 7, 5, 1)]"
158,158,158,<Architect> Step forward and place 6 green blocks in a tall stack.,"0, 5, 5, 2 && 1, 5, 5, 2 && 2, 5, 5, 2 && 3, 5, 5, 2 && 4, 5, 5, 2 && 5, 5, 5, 2","[(0, 5, 5, 2), (1, 5, 5, 2), (2, 5, 5, 2), (3, 5, 5, 2), (4, 5, 5, 2), (5, 5, 5, 2)]"
159,159,159,<Architect> Build two columns of two red blocks each to make together a square.,"0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3)]"
160,160,160,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 4, 5, 2)]"
161,161,161,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2)]"
162,162,162,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2)]"
163,163,163,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
164,164,164,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.
<Architect> Remove green tower. Shift the others block (reds and one remaining green) to one block higher","1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 3, 5, 5, 2","[(1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (3, 5, 5, 2)]"
165,165,165,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.
<Architect> Remove green tower. Shift the others block (reds and one remaining green) to one block higher
<Architect> Move all blocks 1 step higher. It doesn't touch the ground
<Builder> The blocks are not touching the ground already.
<Architect> OK, on the architect point of view, it does touch the ground. So next step is one green block up to the green block","1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 3, 5, 5, 2 && 4, 5, 5, 2","[(1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (3, 5, 5, 2), (4, 5, 5, 2)]"
166,166,166,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.
<Architect> Remove green tower. Shift the others block (reds and one remaining green) to one block higher
<Architect> Move all blocks 1 step higher. It doesn't touch the ground
<Builder> The blocks are not touching the ground already.
<Architect> OK, on the architect point of view, it does touch the ground. So next step is one green block up to the green block
<Architect> Place a green block to the left of the topmost green block;
Break the block to the right of the block you just placed.","1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 3, 5, 5, 2 && 4, 4, 5, 2","[(1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (3, 5, 5, 2), (4, 4, 5, 2)]"
167,167,167,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.
<Architect> Remove green tower. Shift the others block (reds and one remaining green) to one block higher
<Architect> Move all blocks 1 step higher. It doesn't touch the ground
<Builder> The blocks are not touching the ground already.
<Architect> OK, on the architect point of view, it does touch the ground. So next step is one green block up to the green block
<Architect> Place a green block to the left of the topmost green block;
Break the block to the right of the block you just placed.
<Architect> Place two more green blocks on top of the topmost one.","1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 3, 5, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2 && 6, 4, 5, 2","[(1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (3, 5, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2), (6, 4, 5, 2)]"
168,168,168,"<Architect> Build two columns of two red blocks each to make together a square.
<Architect> Facing North, add a green block on the top left of red block
<Architect> Remove the green block block and place a green block a the right of the remove one
<Architect> Place a green block on top of the existing one;
Place another green block to the left of that one;
Break the first block you placed.
<Architect> Place two green blocks on top of the topmost green block.
<Architect> Remove green tower. Shift the others block (reds and one remaining green) to one block higher
<Architect> Move all blocks 1 step higher. It doesn't touch the ground
<Builder> The blocks are not touching the ground already.
<Architect> OK, on the architect point of view, it does touch the ground. So next step is one green block up to the green block
<Architect> Place a green block to the left of the topmost green block;
Break the block to the right of the block you just placed.
<Architect> Place two more green blocks on top of the topmost one.
<Architect> Place two green blocks to the left of the topmost green block;
Place two green blocks under the last block you placed;
Break the leftmost green block on the top row.","1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 3, 5, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 2, 5, 2 && 5, 4, 5, 2 && 6, 3, 5, 2 && 6, 4, 5, 2","[(1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (3, 5, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 2, 5, 2), (5, 4, 5, 2), (6, 3, 5, 2), (6, 4, 5, 2)]"
169,169,169,"<Architect> Facing north, build a 2 by 2 vertical red square from left to right in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3)]"
170,170,170,"<Architect> Facing north, build a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, skip one square to the left of the red square and build another 2 by 2 red square from right to left, one level higher than the grid, so that there's a 1 block gap between the 2 squares.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 8, 5, 3), (1, 9, 5, 3)]"
171,171,171,"<Architect> Facing north, build a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, skip one square to the left of the red square and build another 2 by 2 red square from right to left, one level higher than the grid, so that there's a 1 block gap between the 2 squares.
<Architect> Facing north, place one more row of red blocks on top of the left red square, break its bottom row.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3)]"
172,172,172,"<Architect> Facing north, build a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, skip one square to the left of the red square and build another 2 by 2 red square from right to left, one level higher than the grid, so that there's a 1 block gap between the 2 squares.
<Architect> Facing north, place one more row of red blocks on top of the left red square, break its bottom row.
<Architect> Facing North, Move to left side red block, Build 2 blocks on top as previous and Destroy the bottom side 2 red blocks.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 3, 2, 5, 3 && 3, 3, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (3, 2, 5, 3), (3, 3, 5, 3)]"
173,173,173,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3)]"
174,174,174,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2)]"
175,175,175,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.
<Architect> Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
176,176,176,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.
<Architect> Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.
<Architect> Facing north, build another red square, 2 blocks to the left of the existing one, one level higher than the ground, so it's not touching the ground and there's a 1 block gap between the red squares.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
177,177,177,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.
<Architect> Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.
<Architect> Facing north, build another red square, 2 blocks to the left of the existing one, one level higher than the ground, so it's not touching the ground and there's a 1 block gap between the red squares.
<Architect> Facing north, place 2 green blocks on top of the leftmost red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 2, 5, 2 && 3, 4, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 2, 5, 2), (3, 4, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
178,178,178,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.
<Architect> Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.
<Architect> Facing north, build another red square, 2 blocks to the left of the existing one, one level higher than the ground, so it's not touching the ground and there's a 1 block gap between the red squares.
<Architect> Facing north, place 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the topmost green block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 2, 5, 2 && 3, 4, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 3, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 2, 5, 2), (3, 4, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 3, 5, 2), (5, 4, 5, 2)]"
179,179,179,"<Architect> Facing north, build a 2 by 2 vertical red square, from left to right, in the middle of the grid.
<Architect> Facing north, place a green block on top of the left red block of the top row.
<Architect> Facing north, place a green block to the left of the existing one, then stack 3 green blocks on top of that, break the first block you placed.
<Architect> Facing north, build another red square, 2 blocks to the left of the existing one, one level higher than the ground, so it's not touching the ground and there's a 1 block gap between the red squares.
<Architect> Facing north, place 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the left of the topmost green block.
<Architect> Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 2, 5, 2 && 3, 4, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 3, 5, 2 && 5, 4, 5, 2 && 6, 5, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 2, 5, 2), (3, 4, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 3, 5, 2), (5, 4, 5, 2), (6, 5, 5, 2)]"
180,180,180,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3)]"
181,181,181,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
182,182,182,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 4, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 4, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
183,183,183,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 2, 5, 2 && 3, 4, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 2, 5, 2), (3, 4, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2)]"
184,184,184,"<Architect> Facing north, place a 2 by 2 vertical red square from left to right in the middle of the grid.
<Architect> Facing north, place a green block on top of the top left red block, then place a green block to the left of that, then stack 3 green blocks on top of that, finally, break the second block you placed.
<Architect> Facing north, skip one two blocks to the left of the red square and build another identical square but 1 block higher than the ground, so that there's a 1 block gap between the two squares.
<Architect> Facing north, stack 2 green blocks on top of the leftmost red block.
<Architect> Facing north, place a green block to the right of the rightmost green block of the top row, then place a green block on top of that, finally, break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 2, 5, 3 && 1, 3, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 2, 2, 5, 3 && 2, 3, 5, 3 && 2, 5, 5, 2 && 3, 2, 5, 2 && 3, 4, 5, 2 && 4, 2, 5, 2 && 4, 4, 5, 2 && 5, 4, 5, 2 && 6, 5, 5, 2","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 2, 5, 3), (1, 3, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (2, 2, 5, 3), (2, 3, 5, 3), (2, 5, 5, 2), (3, 2, 5, 2), (3, 4, 5, 2), (4, 2, 5, 2), (4, 4, 5, 2), (5, 4, 5, 2), (6, 5, 5, 2)]"
